label	Cell line primary name	Cell line aliases	Gender	Site Primary	Histology	Hist Subtype1	Source	Hybrid Capture Sequencing
KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KM-H2		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Hodgkin_lymphoma	DSMZ	yes
TE10_OESOPHAGUS	TE-10			oesophagus	carcinoma	squamous_cell_carcinoma	RIKEN	yes
TT_THYROID	TT		F	thyroid	carcinoma	medullary_carcinoma	ATCC	yes
KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KARPAS-620		F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma	DSMZ	yes
SNU840_OVARY	SNU-840	NCI-SNU-840	F	ovary	carcinoma	Brenner_tumour	KCLB	yes
P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	P3HR-1		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Burkitt_lymphoma	ATCC	yes
NCIH1703_LUNG	NCI-H1703	H1703	M	lung	carcinoma	adenocarcinoma	ATCC	yes
RCC4_KIDNEY	RCC-4			kidney	carcinoma	clear_cell_renal_cell_carcinoma		
DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Daudi		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Burkitt_lymphoma	ATCC	yes
SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUP-T11		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	peripheral_T_cell_lymphoma_unspecified	DSMZ	yes
HCC95_LUNG	HCC-95		M	lung	carcinoma	squamous_cell_carcinoma	KCLB	yes
BXPC3_PANCREAS	BxPC-3		F	pancreas	carcinoma	ductal_carcinoma	ATCC	yes
KMRC20_KIDNEY	KMRC-20			kidney	carcinoma	renal_cell_carcinoma	HSRRB	yes
SW1353_BONE	SW 1353		F	bone	chondrosarcoma	NS	ATCC	yes
IMR32_AUTONOMIC_GANGLIA	IMR-32		M	autonomic_ganglia	neuroblastoma	NS	ATCC	yes
NCIH1623_LUNG	NCI-H1623	H1623	M	lung	carcinoma	adenocarcinoma	ATCC	yes
COLO849_SKIN	COLO-849		M	skin	malignant_melanoma	NS	DSMZ	
EN_ENDOMETRIUM	EN		F	endometrium	carcinoma	NS	DSMZ	yes
MOLT4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLT-4		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia	ATCC	
CCK81_LARGE_INTESTINE	CCK-81			large_intestine	carcinoma	adenocarcinoma	HSRRB	yes
SHP77_LUNG	SHP-77		M	lung	carcinoma	small_cell_carcinoma	ATCC	yes
SF295_CENTRAL_NERVOUS_SYSTEM	SF-295			central_nervous_system	glioma	astrocytoma_Grade_IV	NCI/DCTD	yes
NCIN87_STOMACH	NCI-N87	N87	M	stomach	carcinoma	NS	ATCC	yes
COLO829_SKIN	COLO 829		M	skin	malignant_melanoma	NS	ATCC	yes
RH18_SOFT_TISSUE	RH-18			soft_tissue	rhabdomyosarcoma	alveolar	DSMZ	
NCIH889_LUNG	NCI-H889	H889	F	lung	carcinoma	small_cell_carcinoma	ATCC	yes
PL45_PANCREAS	PL45		M	pancreas	carcinoma	ductal_carcinoma	ATCC	
UT7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	UT-7		M	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia	DSMZ	yes
COLO783_SKIN	COLO-783		F	skin	malignant_melanoma	NS	DSMZ	yes
U138MG_CENTRAL_NERVOUS_SYSTEM	U-138 MG		M	central_nervous_system	glioma	astrocytoma	ATCC	yes
OAW28_OVARY	OAW28		F	ovary	carcinoma	NS	ECACC	yes
NCIH647_LUNG	NCI-H647	H647	M	lung	carcinoma	mixed_adenosquamous_carcinoma	ATCC	yes
JHH1_LIVER	JHH-1		M	liver	carcinoma	hepatocellular_carcinoma	HSRRB	yes
CGTHW1_THYROID	CGTH-W-1		F	thyroid	carcinoma	follicular_carcinoma	DSMZ	yes
SNU1196_BILIARY_TRACT	SNU-1196	NCI-SNU-1196		biliary_tract	carcinoma	NS	KCLB	yes
HS255T_LARGE_INTESTINE	Hs 255.T		F	large_intestine	carcinoma	adenocarcinoma	ATCC	
SW1271_LUNG	SW 1271		M	lung	carcinoma	small_cell_carcinoma	ATCC	yes
VMRCRCZ_KIDNEY	VMRC-RCZ			kidney	carcinoma	renal_cell_carcinoma	HSRRB	yes
KYSE450_OESOPHAGUS	KYSE-450		M	oesophagus	carcinoma	squamous_cell_carcinoma	DSMZ	yes
697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	697		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia	DSMZ	yes
NUGC2_STOMACH	NUGC-2		F	stomach	carcinoma	adenocarcinoma	HSRRB	
P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	P31/FUJ		M	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia	HSRRB	yes
2313287_STOMACH	23132/87		M	stomach	carcinoma	adenocarcinoma	DSMZ	yes
NCIH684_LIVER	NCI-H684	H684		liver	other	hepatoblastoma	KCLB	yes
GAMG_CENTRAL_NERVOUS_SYSTEM	GAMG		F	central_nervous_system	glioma	NS	DSMZ	yes
SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SK-MM-2		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma	DSMZ	
KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KO52	K052	M	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia	HSRRB	yes
CL34_LARGE_INTESTINE	CL-34		F	large_intestine	carcinoma	adenocarcinoma	DSMZ	yes
NCIH23_LUNG	NCI-H23	H23	M	lung	carcinoma	non_small_cell_carcinoma	ATCC	yes
HEC251_ENDOMETRIUM	HEC-251		F	endometrium	carcinoma	adenocarcinoma	HSRRB	yes
UACC257_SKIN	UACC-257			skin	malignant_melanoma	NS	NCI/DCTD	yes
OCUM1_STOMACH	OCUM-1		F	stomach	carcinoma	diffuse_adenocarcinoma	HSRRB	yes
SNU398_LIVER	SNU-398	NCI-SNU-398	M	liver	carcinoma	hepatocellular_carcinoma	ATCC	yes
KLM1_PANCREAS	KLM-1			pancreas	carcinoma	ductal_carcinoma	RIKEN	
MELJUSO_SKIN	MEL-JUSO		F	skin	malignant_melanoma	NS	DSMZ	yes
HUPT3_PANCREAS	HUP-T3		M	pancreas	carcinoma	NS	DSMZ	yes
DANG_PANCREAS	DAN-G			pancreas	carcinoma	NS	DSMZ	yes
NCIH1734_LUNG	NCI-H1734	H1734	F	lung	carcinoma	adenocarcinoma	ATCC	yes
HS611T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Hs 611.T		F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Hodgkin_lymphoma	ATCC	yes
JHOS2_OVARY	JHOS-2		F	ovary	carcinoma	adenocarcinoma	RIKEN	yes
NH6_AUTONOMIC_GANGLIA	NH-6			autonomic_ganglia	neuroblastoma	NS	HSRRB	yes
MG63_BONE	MG-63		M	bone	osteosarcoma	NS	ATCC	yes
HUH1_LIVER	huH-1		M	liver	carcinoma	hepatocellular_carcinoma	HSRRB	
HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HD-MY-Z			haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Hodgkin_lymphoma	DSMZ	yes
KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KHM-1B		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma	HSRRB	yes
TT_OESOPHAGUS	T.T		M	oesophagus	carcinoma	squamous_cell_carcinoma	HSRRB	yes
NCIH1651_LUNG	NCI-H1651	H1651	M	lung	carcinoma	adenocarcinoma	ATCC	yes
IM95_STOMACH	IM95		M	stomach	carcinoma	intestinal_adenocarcinoma	HSRRB	yes
143B_BONE	143B		F	bone	osteosarcoma	NS	ATCC	
SNU1079_BILIARY_TRACT	SNU-1079	NCI-SNU-1079		biliary_tract	carcinoma	NS	KCLB	yes
KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMM-1		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma	HSRRB	yes
HEC151_ENDOMETRIUM	HEC-151		F	endometrium	carcinoma	adenocarcinoma	HSRRB	yes
SKMEL31_SKIN	SK-MEL-31		F	skin	malignant_melanoma	NS	ATCC	
YKG1_CENTRAL_NERVOUS_SYSTEM	YKG1		F	central_nervous_system	glioma	astrocytoma_Grade_IV	HSRRB	yes
MOTN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOTN-1		F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	T_cell_large_granular_lymphocytic_leukaemia	DSMZ	yes
GRM_SKIN	GR-M		M	skin	malignant_melanoma	NS	ECACC	
PECAPJ49_UPPER_AERODIGESTIVE_TRACT	PE/CA-PJ49		M	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	ECACC	yes
SW948_LARGE_INTESTINE	SW948		F	large_intestine	carcinoma	adenocarcinoma	ATCC	yes
OE21_OESOPHAGUS	OE21		M	oesophagus	carcinoma	squamous_cell_carcinoma	ECACC	yes
MCAS_OVARY	MCAS		F	ovary	carcinoma	adenocarcinoma	HSRRB	yes
NCIH661_LUNG	NCI-H661	H661	M	lung	carcinoma	large_cell_carcinoma	ATCC	yes
NCIH2228_LUNG	NCI-H2228	H2228	F	lung	carcinoma	adenocarcinoma	ATCC	yes
HGC27_STOMACH	HGC-27			stomach	carcinoma	undifferentiated_adenocarcinoma	ECACC	yes
NCIH1792_LUNG	NCI-H1792	H1792	M	lung	carcinoma	adenocarcinoma	ATCC	yes
PANC1005_PANCREAS	Panc 10.05		M	pancreas	carcinoma	ductal_carcinoma	ATCC	yes
BHY_UPPER_AERODIGESTIVE_TRACT	BHY		M	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	DSMZ	yes
TM31_CENTRAL_NERVOUS_SYSTEM	TM-31			central_nervous_system	glioma	astrocytoma	RIKEN	yes
EWS502_BONE	EWS502			bone	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	NS	Academic Lab / Achilles	
CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CMK			haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia	DSMZ	yes
OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCI-AML2		M	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia	DSMZ	yes
JHUEM7_ENDOMETRIUM	JHUEM-7		F	endometrium	carcinoma	adenocarcinoma	RIKEN	yes
NCCSTCK140_STOMACH	NCC-StC-K140			stomach	carcinoma	NS	RIKEN	yes
HS729_SOFT_TISSUE	Hs 729		M	soft_tissue	rhabdomyosarcoma	NS	ATCC	yes
BICR31_UPPER_AERODIGESTIVE_TRACT	BICR 31		M	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	ECACC	yes
MSTO211H_PLEURA	MSTO-211H		M	pleura	mesothelioma	NS	ATCC	yes
MFE296_ENDOMETRIUM	MFE-296		F	endometrium	carcinoma	adenocarcinoma	DSMZ	yes
PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT	PE/CA-PJ34 (clone C12)		M	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	ECACC	yes
COV318_OVARY	COV318		F	ovary	carcinoma	NS	ECACC	yes
PATU8988S_PANCREAS	PA-TU-8988S		F	pancreas	carcinoma	ductal_carcinoma	DSMZ	
KP1NL_PANCREAS	KP-1NL			pancreas	carcinoma	ductal_carcinoma	HSRRB	yes
NCIH82_LUNG	NCI-H82	H82	M	lung	carcinoma	small_cell_carcinoma	ATCC	yes
ACCS_URINARY_TRACT	ACCS			urinary_tract	carcinoma	transitional_cell_carcinoma		yes
SW837_LARGE_INTESTINE	SW837		M	large_intestine	carcinoma	adenocarcinoma	ATCC	yes
SNU119_OVARY	SNU-119	NCI-SNU-119	F	ovary	carcinoma	adenocarcinoma	KCLB	yes
SKNBE2_AUTONOMIC_GANGLIA	SK-N-BE(2)		M	autonomic_ganglia	neuroblastoma	NS	ATCC	
MOGGUVW_CENTRAL_NERVOUS_SYSTEM	MOG-G-UVW			central_nervous_system	glioma	astrocytoma	ECACC	yes
A673_BONE	A-673		F	bone	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	NS	ATCC	yes
SNU738_CENTRAL_NERVOUS_SYSTEM	SNU-738	NCI-SNU-738	M	central_nervous_system	glioma	oligodendroglioma	KCLB	yes
KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KYO-1		M	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	blast_phase_chronic_myeloid_leukaemia	DSMZ	yes
KMS21BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS-21BM		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma	HSRRB	yes
HLC1_LUNG	HLC-1			lung	carcinoma	adenocarcinoma	RIKEN	
OC316_OVARY	OC 316		F	ovary	carcinoma	adenocarcinoma	ICLC	yes
HMEL_BREAST	HMEL			breast	other	immortalized_epithelial	Academic Lab / Achilles	
KP1N_PANCREAS	KP-1N			pancreas	carcinoma	ductal_carcinoma	HSRRB	yes
COV362_OVARY	COV362		F	ovary	carcinoma	NS	ECACC	yes
DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DOHH-2		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma	DSMZ	yes
HCC827_LUNG	HCC827		F	lung	carcinoma	adenocarcinoma	ATCC	yes
HOS_BONE	HOS		F	bone	osteosarcoma	NS	ATCC	yes
DMS153_LUNG	DMS 153		M	lung	carcinoma	small_cell_carcinoma	ATCC	yes
PRECLH_PROSTATE	PrEC LH	PrEC-LH		prostate	other	immortalized_epithelial	Academic Lab / Achilles	
OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCI-LY10			haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma	Academic Lab	yes
ES2_OVARY	ES-2		F	ovary	carcinoma	clear_cell_carcinoma	ATCC	yes
NCIH1092_LUNG	NCI-H1092	H1092	M	lung	carcinoma	small_cell_carcinoma	ATCC	yes
MUTZ3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MUTZ-3		M	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia	DSMZ	yes
JHH4_LIVER	JHH-4		M	liver	carcinoma	hepatocellular_carcinoma	HSRRB	yes
NCIH2029_LUNG	NCI-H2029	H2029	F	lung	carcinoma	small_cell_carcinoma	ATCC	yes
NCIH1581_LUNG	NCI-H1581	H1581	M	lung	carcinoma	large_cell_carcinoma	ATCC	yes
MORCPR_LUNG	MOR/CPR			lung	carcinoma	adenocarcinoma	ECACC	yes
NCIH1184_LUNG	NCI-H1184	H1184 | H-1184	M	lung	carcinoma	small_cell_carcinoma	ATCC	yes
SNU1041_UPPER_AERODIGESTIVE_TRACT	SNU-1041	NCI-SNU-1041		upper_aerodigestive_tract	carcinoma	NS	KCLB	yes
SKRC31_KIDNEY	SK-RC 31			kidney	carcinoma	renal_cell_carcinoma	Academic Lab / Achilles	
MESSA_SOFT_TISSUE	MES-SA		F	soft_tissue	sarcoma	NS	ATCC	
NCIH2085_LUNG	NCI-H2085	H2085	M	lung	carcinoma	adenocarcinoma	ATCC	
SNGM_ENDOMETRIUM	SNG-M		F	endometrium	carcinoma	adenocarcinoma	HSRRB	yes
MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MJ		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	mycosis_fungoides-Sezary_syndrome	ATCC	yes
NCIH209_LUNG	NCI-H209	H-209 | H209	M	lung	carcinoma	small_cell_carcinoma	ATCC	yes
NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NCI-H929	H929	F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma	ATCC	yes
SEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SEM		F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia	DSMZ	yes
HUTU80_SMALL_INTESTINE	HuTu 80			small_intestine	carcinoma	adenocarcinoma	ATCC	
HUNS1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HuNS1		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma	ATCC	yes
BT20_BREAST	BT-20		F	breast	carcinoma	ductal_carcinoma	ATCC	yes
A375_SKIN	A-375		F	skin	malignant_melanoma	NS	ATCC	yes
CORL311_LUNG	COR-L311		M	lung	carcinoma	small_cell_carcinoma	ECACC	
KM12_LARGE_INTESTINE	KM12			large_intestine	carcinoma	adenocarcinoma	Academic Lab	yes
NCIH1048_LUNG	NCI-H1048	H1048	F	lung	carcinoma	small_cell_carcinoma	ATCC	yes
SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SR-786	SR	M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	anaplastic_large_cell_lymphoma	DSMZ	yes
SKMEL24_SKIN	SK-MEL-24		M	skin	malignant_melanoma	NS	ATCC	yes
SNU878_LIVER	SNU-878	NCI-SNU-878	F	liver	carcinoma	hepatocellular_carcinoma	KCLB	yes
SLR21_KIDNEY	SLR 21			kidney	carcinoma	renal_cell_carcinoma	Academic Lab / Achilles	
LOXIMVI_SKIN	LOX IMVI	LOX		skin	malignant_melanoma	NS	NCI/DCTD	yes
ECC12_STOMACH	ECC12			stomach	carcinoma	small_cell_adenocarcinoma	RIKEN	yes
SLR24_KIDNEY	SLR 24			kidney	carcinoma	renal_cell_carcinoma	Academic Lab / Achilles	
SCC25_UPPER_AERODIGESTIVE_TRACT	SCC-25		M	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	ATCC	yes
LN443_CENTRAL_NERVOUS_SYSTEM	LN-443	LN443		central_nervous_system	glioma	astrocytoma_Grade_IV	Academic Lab / Achilles	
NCIH2286_LUNG	NCI-H2286	H2286	F	lung	carcinoma	small_cell_carcinoma	ATCC	yes
PANC1_PANCREAS	PANC-1			pancreas	carcinoma	ductal_carcinoma	ATCC	
NMCG1_CENTRAL_NERVOUS_SYSTEM	NMC-G1			central_nervous_system	glioma	NS	HSRRB	yes
RKN_SOFT_TISSUE	RKN		F	soft_tissue	leiomyosarcoma	NS	HSRRB	yes
PLCPRF5_LIVER	PLC/PRF/5		M	liver	carcinoma	hepatocellular_carcinoma	ATCC	
HT29_LARGE_INTESTINE	HT-29		F	large_intestine	carcinoma	adenocarcinoma	ATCC	yes
HS852T_SKIN	Hs 852.T		M	skin	malignant_melanoma	NS	ATCC	yes
TO175T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	TO 175.T		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Hodgkin_lymphoma	ATCC	yes
BHT101_THYROID	BHT-101		F	thyroid	carcinoma	anaplastic_carcinoma	DSMZ	
T84_LARGE_INTESTINE	T84		M	large_intestine	carcinoma	adenocarcinoma	ATCC	yes
ABC1_LUNG	ABC-1		M	lung	carcinoma	non_small_cell_carcinoma	HSRRB	yes
C2BBE1_LARGE_INTESTINE	C2BBe1		M	large_intestine	carcinoma	adenocarcinoma	ATCC	yes
NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NAMALWA		F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Burkitt_lymphoma	ATCC	yes
YD8_UPPER_AERODIGESTIVE_TRACT	YD-8		F	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	KCLB	yes
DMS79_LUNG	DMS 79			lung	carcinoma	small_cell_carcinoma	ATCC	yes
T98G_CENTRAL_NERVOUS_SYSTEM	T98G		M	central_nervous_system	glioma	astrocytoma_Grade_IV	ATCC	yes
HT55_LARGE_INTESTINE	HT55			large_intestine	carcinoma	adenocarcinoma	ECACC	yes
NCIH196_LUNG	NCI-H196	H196	M	lung	carcinoma	small_cell_carcinoma	ATCC	yes
BICR22_UPPER_AERODIGESTIVE_TRACT	BICR 22		M	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	ECACC	
SW1990_PANCREAS	SW 1990		M	pancreas	carcinoma	ductal_carcinoma	ATCC	yes
MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLM-16		F	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia	DSMZ	yes
K029AX_SKIN	K029AX			skin	malignant_melanoma	NS	Academic Lab	yes
LNZ308_CENTRAL_NERVOUS_SYSTEM	LNZ308			central_nervous_system	glioma	astrocytoma_Grade_IV	Academic Lab / Achilles	
CADOES1_BONE	CADO-ES1		F	bone	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	NS	DSMZ	yes
SH10TC_STOMACH	SH-10-TC			stomach	carcinoma	NS	RIKEN	yes
HS940T_SKIN	Hs 940.T		M	skin	malignant_melanoma	NS	ATCC	yes
ECGI10_OESOPHAGUS	EC-GI-10			oesophagus	carcinoma	NS	RIKEN	yes
SNU899_UPPER_AERODIGESTIVE_TRACT	SNU-899	NCI-SNU-899	M	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	KCLB	yes
JHUEM2_ENDOMETRIUM	JHUEM-2		F	endometrium	carcinoma	adenocarcinoma	RIKEN	yes
TOV21G_OVARY	TOV-21G		F	ovary	carcinoma	clear_cell_carcinoma	ATCC	yes
BT549_BREAST	BT-549		F	breast	carcinoma	ductal_carcinoma	ATCC	yes
RT11284_URINARY_TRACT	RT112/84		F	urinary_tract	carcinoma	NS	ECACC	yes
HS936T_SKIN	Hs 936.T		M	skin	malignant_melanoma	NS	ATCC	yes
NCIH810_LUNG	NCI-H810	H810	M	lung	carcinoma	large_cell_carcinoma	ATCC	yes
RDES_BONE	RD-ES		M	bone	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	NS	ATCC	
ECC10_STOMACH	ECC10			stomach	carcinoma	small_cell_adenocarcinoma	RIKEN	yes
SW620_LARGE_INTESTINE	SW620		M	large_intestine	carcinoma	adenocarcinoma	ATCC	yes
HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HEL 92.1.7		M	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia	ATCC	yes
SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUP-T1		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia	ATCC	
CALU1_LUNG	Calu-1		M	lung	carcinoma	squamous_cell_carcinoma	ATCC	yes
OUMS27_BONE	OUMS-27		M	bone	chondrosarcoma	NS	HSRRB	yes
SKMEL3_SKIN	SK-MEL-3		F	skin	malignant_melanoma	NS	ATCC	yes
SNU620_STOMACH	SNU-620	NCI-SNU-620	F	stomach	carcinoma	NS	KCLB	yes
NCIH2405_LUNG	NCI-H2405	H2405	M	lung	carcinoma	adenocarcinoma	ATCC	yes
CAL120_BREAST	CAL-120		F	breast	carcinoma	NS	DSMZ	yes
MPP89_PLEURA	MPP 89		M	pleura	mesothelioma	NS	ICLC	yes
HEC1B_ENDOMETRIUM	HEC-1-B		F	endometrium	carcinoma	adenocarcinoma	ATCC	yes
K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	K-562		F	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	blast_phase_chronic_myeloid_leukaemia	ATCC	yes
COLO800_SKIN	COLO-800			skin	malignant_melanoma	NS	DSMZ	
NCIH1355_LUNG	NCI-H1355	H1355	M	lung	carcinoma	adenocarcinoma	ATCC	yes
NCIH1155_LUNG	NCI-H1155	H1155	M	lung	carcinoma	large_cell_carcinoma	ATCC	
HCC1500_BREAST	HCC1500		F	breast	carcinoma	ductal_carcinoma	ATCC	yes
IPC298_SKIN	IPC-298		F	skin	malignant_melanoma	NS	DSMZ	yes
OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCI-LY3			haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma	Academic Lab	yes
SCLC21H_LUNG	SCLC-21H		M	lung	carcinoma	small_cell_carcinoma	DSMZ	yes
HUG1N_STOMACH	HuG1-N		M	stomach	carcinoma	NS	RIKEN	yes
BICR6_UPPER_AERODIGESTIVE_TRACT	BICR 6		M	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	ECACC	yes
SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SU-DHL-5		F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma	DSMZ	yes
KYSE510_OESOPHAGUS	KYSE-510		F	oesophagus	carcinoma	squamous_cell_carcinoma	DSMZ	yes
SKHEP1_LIVER	SK-HEP-1		M	liver	carcinoma	adenocarcinoma	ATCC	yes
HPAC_PANCREAS	HPAC		F	pancreas	carcinoma	ductal_carcinoma	ATCC	
RH30_SOFT_TISSUE	RH-30		M	soft_tissue	rhabdomyosarcoma	alveolar	DSMZ	
NCIH2052_PLEURA	NCI-H2052	H2052	M	pleura	mesothelioma	NS	ATCC	yes
MDAMB134VI_BREAST	MDA-MB-134-VI		F	breast	carcinoma	ductal_carcinoma	ATCC	yes
HMCB_SKIN	HMCB			skin	malignant_melanoma	NS	ATCC	yes
MEWO_SKIN	MeWo		M	skin	malignant_melanoma	NS	ATCC	yes
NCIH2081_LUNG	NCI-H2081	H2081	F	lung	carcinoma	small_cell_carcinoma	ATCC	yes
HUT102_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HuT 102		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	mycosis_fungoides-Sezary_syndrome	ATCC	yes
HCC364_LUNG	HCC364			lung	carcinoma	adenocarcinoma	Academic Lab / Achilles	
59M_OVARY	59M		F	ovary	carcinoma	NS	ECACC	yes
HCC1569_BREAST	HCC1569		F	breast	carcinoma	metaplastic_carcinoma	ATCC	yes
HCC1187_BREAST	HCC1187		F	breast	carcinoma	ductal_carcinoma	ATCC	yes
MDAMB468_BREAST	MDA-MB-468		F	breast	carcinoma	NS	ATCC	yes
VMRCLCP_LUNG	VMRC-LCP			lung	carcinoma	squamous_cell_carcinoma	HSRRB	yes
UMUC1_URINARY_TRACT	UM-UC-1		M	urinary_tract	carcinoma	transitional_cell_carcinoma	ECACC	yes
OC314_OVARY	OC 314		F	ovary	carcinoma	serous_carcinoma	ICLC	
8505C_THYROID	8505C		F	thyroid	carcinoma	anaplastic_carcinoma	HSRRB	yes
KALS1_CENTRAL_NERVOUS_SYSTEM	KALS-1		F	central_nervous_system	glioma	NS	HSRRB	yes
DMS273_LUNG	DMS 273		F	lung	carcinoma	small_cell_carcinoma	ECACC	yes
CL11_LARGE_INTESTINE	CL-11			large_intestine	carcinoma	adenocarcinoma	DSMZ	yes
HCC2157_BREAST	HCC2157		F	breast	carcinoma	ductal_carcinoma	ATCC	yes
UMRC2_KIDNEY	UMRC2			kidney	carcinoma	clear_cell_renal_cell_carcinoma		
OV56_OVARY	OV56		F	ovary	carcinoma	NS	ECACC	yes
